81.14,82.03,82.04,81.09
80.80,81.14,81.29,80.71
80.87,80.87,81.02,80.77
81.36,80.87,81.77,80.71
80.94,81.36,81.50,80.68
80.89,80.94,81.32,80.57
80.27,80.89,80.89,80.06
80.12,80.23,80.40,79.98
80.19,80.12,80.33,79.99
79.87,80.19,80.21,79.70
80.36,79.87,80.46,79.84
80.33,80.36,80.40,79.97
80.20,80.36,80.69,80.09
80.51,80.20,80.65,80.11
80.85,80.51,81.06,80.39
80.58,80.85,81.03,80.49
80.05,80.58,80.68,80.01
80.21,80.17,80.36,80.03
80.25,80.21,80.33,80.06
80.37,80.25,80.42,80.02
80.50,80.37,80.79,80.34
80.43,80.50,80.61,80.13
80.77,80.47,80.98,80.47
81.05,80.77,81.27,80.66
80.75,81.05,81.19,80.58
80.71,80.75,80.86,80.27
80.83,80.71,81.14,80.56
80.79,80.83,80.87,80.54
81.08,80.79,81.19,80.79
80.88,81.08,81.10,80.77
81.27,80.88,81.41,80.80
80.64,81.27,81.48,80.51
80.34,80.68,80.83,80.11
79.46,80.34,80.36,78.49
78.86,79.46,79.57,78.66
79.01,78.86,79.60,78.47
79.14,79.01,79.28,78.99
79.04,79.07,79.18,78.95
79.18,79.04,79.28,78.82
78.82,79.18,79.32,78.71
