113.67,113.92,114.02,113.51
114.53,113.64,114.55,113.52
113.92,114.55,114.56,113.64
113.72,113.90,114.11,113.55
113.71,113.80,113.81,113.66
113.23,113.69,113.94,112.81
112.95,113.22,113.41,112.88
112.28,112.95,113.28,112.23
112.17,112.27,112.53,111.83
112.20,112.17,112.50,111.89
112.21,112.15,112.23,112.12
111.78,112.11,112.27,111.62
112.25,111.77,112.33,111.72
112.65,112.26,112.68,111.99
112.19,112.64,112.73,111.97
112.55,112.21,112.65,112.12
112.47,112.59,112.60,112.41
112.83,112.50,112.91,112.36
112.44,112.83,112.86,111.94
112.26,112.43,112.75,112.09
112.42,112.25,112.69,111.83
111.91,112.39,112.45,111.38
111.93,111.88,111.98,111.80
112.38,111.92,112.56,111.78
113.09,112.38,113.11,112.28
112.94,113.13,113.39,112.80
112.72,112.94,113.00,112.61
113.20,112.72,113.33,112.58
113.13,113.17,113.23,113.12
113.19,113.19,113.34,113.06
113.44,113.20,113.50,113.11
113.53,113.44,113.83,112.94
114.06,113.52,114.08,113.47
113.83,114.06,114.09,113.64
113.85,113.87,113.89,113.82
113.83,113.83,114.20,113.66
113.81,113.83,114.15,113.57
113.62,113.81,114.02,113.30
113.64,113.62,113.72,113.11
112.83,113.64,113.66,112.64
