80.85,80.51,81.06,80.39
80.58,80.85,81.03,80.49
80.05,80.58,80.68,80.01
80.21,80.17,80.36,80.03
80.25,80.21,80.33,80.06
80.37,80.25,80.42,80.02
80.50,80.37,80.79,80.34
80.43,80.50,80.61,80.13
80.77,80.47,80.98,80.47
81.05,80.77,81.27,80.66
80.75,81.05,81.19,80.58
80.71,80.75,80.86,80.27
80.83,80.71,81.14,80.56
80.79,80.83,80.87,80.54
81.08,80.79,81.19,80.79
80.88,81.08,81.10,80.77
81.27,80.88,81.41,80.80
80.64,81.27,81.48,80.51
80.34,80.68,80.83,80.11
79.46,80.34,80.36,78.49
78.86,79.46,79.57,78.66
79.01,78.86,79.60,78.47
79.14,79.01,79.28,78.99
79.04,79.07,79.18,78.95
79.18,79.04,79.28,78.82
78.82,79.18,79.32,78.71
78.56,78.82,79.02,78.23
78.54,78.56,78.72,78.29
78.31,78.39,78.55,78.06
77.99,78.31,78.56,77.83
77.94,77.99,78.17,77.58
77.83,77.94,78.03,77.63
76.76,77.83,77.87,76.74
77.57,77.35,78.04,76.31
77.30,77.57,77.78,76.96
77.14,77.30,77.38,76.79
79.08,77.14,80.24,77.01
78.47,79.08,79.41,78.33
77.68,78.25,78.34,77.50
77.14,77.68,77.71,76.71
